tweet,tweet_analytics,date,query,username,display_name,tweet_id
"Climate change will kill us all if we don't act NOW! The science is clear and urgent!","{""replies"": 856, ""retweets"": 1723, ""quotes"": 201, ""likes"": 12567, ""views"": 69800}",2024-05-01 08:00:00-06:00,climate_debate,climate_alarm,Crisis Now,2201
"Climate hysteria is destroying the economy for a problem that may not even exist","{""replies"": 734, ""retweets"": 1456, ""quotes"": 178, ""likes"": 10234, ""views"": 56700}",2024-05-01 09:30:00-06:00,climate_debate,skeptic_economist,Economic Reality,2202
"Climate action needs to be based on sound science and economic analysis","{""replies"": 145, ""retweets"": 289, ""quotes"": 34, ""likes"": 1789, ""views"": 10500}",2024-05-01 10:15:00-06:00,climate_debate,rational_climate,Sound Science,2203
"The Paris Climate Agreement is surrendering American sovereignty to global elites","{""replies"": 612, ""retweets"": 1234, ""quotes"": 145, ""likes"": 7890, ""views"": 43600}",2024-05-01 11:45:00-06:00,climate_debate,sovereignty_first,America First Climate,2204
"International cooperation on climate change benefits all humanity including Americans","{""replies"": 567, ""retweets"": 1123, ""quotes"": 129, ""likes"": 7234, ""views"": 40100}",2024-05-01 12:20:00-06:00,climate_debate,global_cooperation,Global Benefits,2205
"Nuclear energy is clean, safe, and the only realistic path to carbon neutrality","{""replies"": 234, ""retweets"": 445, ""quotes"": 49, ""likes"": 2789, ""views"": 16200}",2024-05-01 13:00:00-06:00,climate_debate,nuclear_advocate,Nuclear Solution,2206
"Renewable energy with storage can meet all our power needs safely and cleanly","{""replies"": 289, ""retweets"": 567, ""quotes"": 64, ""likes"": 3567, ""views"": 20600}",2024-05-01 14:30:00-06:00,climate_debate,renewable_advocate,Renewable Future,2207
"All clean energy sources including nuclear and renewables should be considered","{""replies"": 89, ""retweets"": 167, ""quotes"": 19, ""likes"": 1123, ""views"": 6700}",2024-05-01 15:15:00-06:00,climate_debate,energy_pragmatist,All Clean Energy,2208
"Carbon pricing will drive innovation while generating revenue for climate adaptation","{""replies"": 378, ""retweets"": 723, ""quotes"": 81, ""likes"": 4567, ""views"": 26300}",2024-05-01 16:45:00-06:00,climate_debate,carbon_price,Price Carbon,2209
"Carbon taxes hurt working families while doing nothing to reduce global emissions","{""replies"": 445, ""retweets"": 834, ""quotes"": 91, ""likes"": 5234, ""views"": 29400}",2024-05-01 17:20:00-06:00,climate_debate,tax_opposition,No Carbon Tax,2210
"Universal Basic Income would eliminate poverty and give people freedom to pursue meaningful work","{""replies"": 689, ""retweets"": 1345, ""quotes"": 156, ""likes"": 8567, ""views"": 47200}",2024-05-05 09:15:00-06:00,welfare_debate,ubi_advocate,UBI Freedom,2211
"Universal Basic Income would destroy work incentives and bankrupt the government","{""replies"": 612, ""retweets"": 1234, ""quotes"": 145, ""likes"": 7890, ""views"": 43600}",2024-05-05 10:45:00-06:00,welfare_debate,work_incentives,Work Matters,2212
"Targeted assistance for those in need is more effective than universal programs","{""replies"": 156, ""retweets"": 289, ""quotes"": 33, ""likes"": 1789, ""views"": 10500}",2024-05-05 11:20:00-06:00,welfare_debate,targeted_help,Target Assistance,2213
"Welfare should provide a safety net while encouraging self-sufficiency and work","{""replies"": 234, ""retweets"": 445, ""quotes"": 49, ""likes"": 2789, ""views"": 16200}",2024-05-05 12:00:00-06:00,welfare_debate,safety_net_work,Safety and Work,2214
"The current welfare system traps people in poverty instead of helping them escape","{""replies"": 445, ""retweets"": 834, ""quotes"": 91, ""likes"": 5234, ""views"": 29400}",2024-05-05 13:30:00-06:00,welfare_debate,welfare_trap,Poverty Trap,2215
"Social programs should invest in human potential through education and job training","{""replies"": 167, ""retweets"": 323, ""quotes"": 37, ""likes"": 2123, ""views"": 12400}",2024-05-05 14:15:00-06:00,welfare_debate,human_investment,Invest in People,2216
"Private charity and community organizations help people better than government bureaucracy","{""replies"": 378, ""retweets"": 723, ""quotes"": 81, ""likes"": 4567, ""views"": 26300}",2024-05-05 15:45:00-06:00,welfare_debate,private_charity,Private Help,2217
"Government programs provide crucial support that private charity cannot match in scale","{""replies"": 289, ""retweets"": 567, ""quotes"": 64, ""likes"": 3567, ""views"": 20600}",2024-05-05 16:20:00-06:00,welfare_debate,government_scale,Government Scale,2218
"Effective anti-poverty policy requires both public programs and private sector job creation","{""replies"": 123, ""retweets"": 234, ""quotes"": 27, ""likes"": 1567, ""views"": 9200}",2024-05-05 17:00:00-06:00,welfare_debate,public_private,Both Sectors,2219
"Social safety nets should be generous enough to provide dignity and basic security","{""replies"": 89, ""retweets"": 167, ""quotes"": 19, ""likes"": 1123, ""views"": 6700}",2024-05-05 18:30:00-06:00,welfare_debate,dignity_security,Dignity Security,2220
"Foreign aid wastes American taxpayer money that should be spent helping Americans first","{""replies"": 567, ""retweets"": 1123, ""quotes"": 129, ""likes"": 7234, ""views"": 40100}",2024-05-10 08:45:00-06:00,foreign_policy_debate,america_first_aid,America First,2221
"Foreign assistance advances American interests and values while helping those in need","{""replies"": 445, ""retweets"": 834, ""quotes"": 91, ""likes"": 5234, ""views"": 29400}",2024-05-10 10:15:00-06:00,foreign_policy_debate,strategic_aid,Strategic Aid,2222
"Foreign policy should prioritize American interests while considering global responsibilities","{""replies"": 134, ""retweets"": 267, ""quotes"": 31, ""likes"": 1567, ""views"": 9200}",2024-05-10 11:00:00-06:00,foreign_policy_debate,interests_responsibility,Balance Interests,2223
"America must lead the free world against authoritarian threats to democracy","{""replies"": 612, ""retweets"": 1234, ""quotes"": 145, ""likes"": 7890, ""views"": 43600}",2024-05-10 12:30:00-06:00,foreign_policy_debate,democracy_leader,Lead Democracy,2224
"Military intervention has failed repeatedly - diplomacy and trade work better","{""replies"": 378, ""retweets"": 723, ""quotes"": 81, ""likes"": 4567, ""views"": 26300}",2024-05-10 13:15:00-06:00,foreign_policy_debate,diplomacy_first,Diplomacy Works,2225
"Strong defense deters aggression and protects American interests worldwide","{""replies"": 289, ""retweets"": 567, ""quotes"": 64, ""likes"": 3567, ""views"": 20600}",2024-05-10 14:45:00-06:00,foreign_policy_debate,strong_defense,Strong Defense,2226
"Peace through strength requires both military capability and diplomatic engagement","{""replies"": 123, ""retweets"": 234, ""quotes"": 27, ""likes"": 1567, ""views"": 9200}",2024-05-10 15:20:00-06:00,foreign_policy_debate,peace_strength,Peace Strength,2227
"Isolationism is impossible in an interconnected world facing global challenges","{""replies"": 234, ""retweets"": 445, ""quotes"": 49, ""likes"": 2789, ""views"": 16200}",2024-05-10 16:00:00-06:00,foreign_policy_debate,interconnected_world,Global Connection,2228
"Nation building abroad has failed while problems at home go unaddressed","{""replies"": 456, ""retweets"": 889, ""quotes"": 97, ""likes"": 5678, ""views"": 31200}",2024-05-10 17:30:00-06:00,foreign_policy_debate,nation_building_failed,Fix Home First,2229
"International alliances multiply American power and share the costs of global leadership","{""replies"": 167, ""retweets"": 323, ""quotes"": 37, ""likes"": 2123, ""views"": 12400}",2024-05-10 18:15:00-06:00,foreign_policy_debate,alliance_power,Alliance Strength,2230
"Big government is crushing individual liberty and destroying the American dream","{""replies"": 723, ""retweets"": 1445, ""quotes"": 167, ""likes"": 9234, ""views"": 51000}",2024-05-15 09:00:00-06:00,government_debate,small_government,Individual Liberty,2231
"Government programs provide essential services that markets alone cannot deliver effectively","{""replies"": 689, ""retweets"": 1345, ""quotes"": 156, ""likes"": 8567, ""views"": 47200}",2024-05-15 10:30:00-06:00,government_debate,government_services,Essential Services,2232
"Good governance requires the right balance of public and private sector roles","{""replies"": 145, ""retweets"": 289, ""quotes"": 34, ""likes"": 1789, ""views"": 10500}",2024-05-15 11:15:00-06:00,government_debate,balanced_governance,Balanced Roles,2233
"Government regulation protects consumers and workers from corporate abuse","{""replies"": 534, ""retweets"": 1067, ""quotes"": 123, ""likes"": 6789, ""views"": 37800}",2024-05-15 12:45:00-06:00,government_debate,protect_people,Protect People,2234
"Free markets reward innovation and efficiency better than government bureaucracy","{""replies"": 445, ""retweets"": 834, ""quotes"": 91, ""likes"": 5234, ""views"": 29400}",2024-05-15 13:20:00-06:00,government_debate,free_markets,Market Efficiency,2235
"Smart regulation enhances market efficiency by addressing market failures","{""replies"": 123, ""retweets"": 234, ""quotes"": 27, ""likes"": 1567, ""views"": 9200}",2024-05-15 14:00:00-06:00,government_debate,smart_regulation,Fix Market Failures,2236
"Government spending crowds out private investment and slows economic growth","{""replies"": 378, ""retweets"": 723, ""quotes"": 81, ""likes"": 4567, ""views"": 26300}",2024-05-15 15:30:00-06:00,government_debate,crowding_out,Crowds Out Investment,2237
"Public investment in infrastructure and research drives long-term economic growth","{""replies"": 289, ""retweets"": 567, ""quotes"": 64, ""likes"": 3567, ""views"": 20600}",2024-05-15 16:15:00-06:00,government_debate,public_investment,Public Investment,2238
"Fiscal responsibility requires controlling spending while investing in national priorities","{""replies"": 167, ""retweets"": 323, ""quotes"": 37, ""likes"": 2123, ""views"": 12400}",2024-05-15 17:45:00-06:00,government_debate,fiscal_responsibility,Fiscal Balance,2239
"Democracy works best when government is accountable, transparent, and effective","{""replies"": 89, ""retweets"": 167, ""quotes"": 19, ""likes"": 1123, ""views"": 6700}",2024-05-15 18:20:00-06:00,government_debate,good_governance,Good Government,2240
