tweet,tweet_analytics,date,query,username,display_name,tweet_id
"Universal healthcare is a fundamental human right that every developed nation should provide to its citizens","{""replies"": 45, ""retweets"": 128, ""quotes"": 12, ""likes"": 892, ""views"": 5420}",2024-01-15 09:30:00-06:00,healthcare_debate,progressive_doc,Dr. Sarah Chen,2001
"Government healthcare is socialism and will destroy our economy. Let the free market provide better solutions","{""replies"": 67, ""retweets"": 89, ""quotes"": 8, ""likes"": 654, ""views"": 4200}",2024-01-15 10:15:00-06:00,healthcare_debate,liberty_first,John Freedom,2002
"We need to find a middle ground on healthcare - maybe a public option alongside private insurance?","{""replies"": 23, ""retweets"": 45, ""quotes"": 5, ""likes"": 234, ""views"": 1800}",2024-01-15 11:00:00-06:00,healthcare_debate,moderate_mom,Susan Miller,2003
"Every person deserves access to quality healthcare regardless of their ability to pay","{""replies"": 34, ""retweets"": 87, ""quotes"": 9, ""likes"": 567, ""views"": 3200}",2024-01-15 12:30:00-06:00,healthcare_debate,medical_student,Future Dr. Kim,2004
"Private healthcare competition drives innovation and keeps costs down better than any government program","{""replies"": 56, ""retweets"": 78, ""quotes"": 11, ""likes"": 445, ""views"": 2890}",2024-01-15 13:15:00-06:00,healthcare_debate,market_advocate,Free Market Mike,2005
"Healthcare costs are crushing families. We need solutions that work for everyone","{""replies"": 12, ""retweets"": 34, ""quotes"": 3, ""likes"": 156, ""views"": 890}",2024-01-15 14:00:00-06:00,healthcare_debate,concerned_parent,Working Mom,2006
"Medical bankruptcies don't exist in countries with universal healthcare systems","{""replies"": 78, ""retweets"": 156, ""quotes"": 18, ""likes"": 890, ""views"": 5600}",2024-01-15 15:30:00-06:00,healthcare_debate,policy_researcher,Data Dave,2007
"Competition and choice in healthcare have made America the world leader in medical innovation","{""replies"": 67, ""retweets"": 123, ""quotes"": 15, ""likes"": 678, ""views"": 4500}",2024-01-15 16:45:00-06:00,healthcare_debate,innovation_fan,Tech Entrepreneur,2008
"Maybe we can learn from both market-based and government systems around the world?","{""replies"": 19, ""retweets"": 28, ""quotes"": 4, ""likes"": 123, ""views"": 780}",2024-01-15 17:20:00-06:00,healthcare_debate,global_student,International Studies,2009
"Healthcare is a human right, not a commodity to be bought and sold for profit","{""replies"": 89, ""retweets"": 234, ""quotes"": 23, ""likes"": 1234, ""views"": 7800}",2024-01-15 18:00:00-06:00,healthcare_debate,rights_advocate,Human Rights Helen,2010
"Climate change is the defining issue of our generation. We must act NOW with bold green policies!","{""replies"": 156, ""retweets"": 234, ""quotes"": 28, ""likes"": 1450, ""views"": 8900}",2024-01-16 08:45:00-06:00,climate_debate,green_warrior,Alex Green,2011
"Climate alarmism is hurting working families. We need jobs and economic growth, not radical environmental policies","{""replies"": 189, ""retweets"": 167, ""quotes"": 31, ""likes"": 1123, ""views"": 7650}",2024-01-16 09:30:00-06:00,climate_debate,coal_country,Mike Steel,2012
"Both sides have valid points on climate policy. Can we balance environmental protection with economic needs?","{""replies"": 34, ""retweets"": 67, ""quotes"": 7, ""likes"": 445, ""views"": 2300}",2024-01-16 10:15:00-06:00,climate_debate,thoughtful_voter,Emma Johnson,2013
"Renewable energy creates more jobs than fossil fuels and protects our children's future","{""replies"": 67, ""retweets"": 145, ""quotes"": 16, ""likes"": 789, ""views"": 4200}",2024-01-16 11:00:00-06:00,climate_debate,solar_engineer,Clean Energy Carl,2014
"Cheap natural gas has made America energy independent. Green policies will make us dependent on China","{""replies"": 78, ""retweets"": 134, ""quotes"": 19, ""likes"": 656, ""views"": 3800}",2024-01-16 12:30:00-06:00,climate_debate,energy_worker,Pipeline Pete,2015
"Climate science shows we need urgent action, but the transition must be fair to workers","{""replies"": 23, ""retweets"": 45, ""quotes"": 6, ""likes"": 234, ""views"": 1500}",2024-01-16 13:45:00-06:00,climate_debate,union_rep,Labor Leader,2016
"Fossil fuel companies knew about climate change for decades and lied to the public","{""replies"": 123, ""retweets"": 278, ""quotes"": 34, ""likes"": 1567, ""views"": 9200}",2024-01-16 14:20:00-06:00,climate_debate,environmental_lawyer,Climate Justice,2017
"American oil and gas production has reduced global emissions by replacing dirty foreign energy","{""replies"": 89, ""retweets"": 156, ""quotes"": 22, ""likes"": 890, ""views"": 5400}",2024-01-16 15:15:00-06:00,climate_debate,petroleum_geologist,Oil Industry Expert,2018
"We need evidence-based climate policy that considers both environmental and economic impacts","{""replies"": 34, ""retweets"": 56, ""quotes"": 8, ""likes"": 345, ""views"": 2100}",2024-01-16 16:00:00-06:00,climate_debate,policy_analyst,Evidence Based,2019
"Green technology innovation will solve climate change while creating economic prosperity","{""replies"": 45, ""retweets"": 89, ""quotes"": 12, ""likes"": 567, ""views"": 3400}",2024-01-16 17:30:00-06:00,climate_debate,green_tech,Innovation Inc,2020
"Tax the billionaires! No one needs that much wealth while people are homeless and hungry","{""replies"": 234, ""retweets"": 567, ""quotes"": 45, ""likes"": 2890, ""views"": 15600}",2024-01-17 14:20:00-06:00,tax_debate,eat_the_rich,Revolutionary Rob,2021
"Higher taxes kill jobs and punish success. We need lower taxes to unleash American entrepreneurship","{""replies"": 198, ""retweets"": 445, ""quotes"": 38, ""likes"": 2234, ""views"": 12800}",2024-01-17 15:05:00-06:00,tax_debate,supply_side,Businesswoman Beth,2022
"Maybe we could reform the tax code to be more fair without going to extremes either way?","{""replies"": 45, ""retweets"": 78, ""quotes"": 12, ""likes"": 567, ""views"": 3400}",2024-01-17 16:30:00-06:00,tax_debate,pragmatic_pete,Pete Wilson,2023
"Wealth inequality is destroying democracy. Progressive taxation built the middle class","{""replies"": 89, ""retweets"": 167, ""quotes"": 21, ""likes"": 1123, ""views"": 6700}",2024-01-17 17:15:00-06:00,tax_debate,inequality_expert,Professor Economics,2024
"Low taxes attract investment and create jobs. High tax states are losing businesses and population","{""replies"": 76, ""retweets"": 134, ""quotes"": 18, ""likes"": 890, ""views"": 5200}",2024-01-17 18:00:00-06:00,tax_debate,business_relocator,Moving South,2025
