tweet,tweet_analytics,date,query,username,display_name,tweet_id
"Billionaires are evil parasites who steal from workers and corrupt democracy!","{""replies"": 1234, ""retweets"": 2567, ""quotes"": 289, ""likes"": 15678, ""views"": 87400}",2024-05-20 08:15:00-06:00,wealth_debate,class_warrior,Eat the Rich,2241
"Successful entrepreneurs create jobs and drive innovation that benefits everyone!","{""replies"": 1123, ""retweets"": 2234, ""quotes"": 267, ""likes"": 13456, ""views"": 74800}",2024-05-20 09:45:00-06:00,wealth_debate,entrepreneur_defender,Job Creator,2242
"Extreme wealth concentration undermines both democracy and economic opportunity","{""replies"": 234, ""retweets"": 445, ""quotes"": 49, ""likes"": 2789, ""views"": 16200}",2024-05-20 10:30:00-06:00,wealth_debate,concentration_critic,Wealth Concentration,2243
"Wealth creation through innovation and investment should be celebrated, not demonized","{""replies"": 445, ""retweets"": 834, ""quotes"": 91, ""likes"": 5234, ""views"": 29400}",2024-05-20 11:15:00-06:00,wealth_debate,wealth_creation,Create Wealth,2244
"Economic mobility requires both individual effort and systemic opportunity","{""replies"": 123, ""retweets"": 234, ""quotes"": 27, ""likes"": 1567, ""views"": 9200}",2024-05-20 12:45:00-06:00,wealth_debate,mobility_both,Effort and Opportunity,2245
"Inheritance taxes prevent the creation of permanent aristocracies in America","{""replies"": 567, ""retweets"": 1123, ""quotes"": 129, ""likes"": 7234, ""views"": 40100}",2024-05-20 13:20:00-06:00,wealth_debate,inheritance_tax,No Aristocracy,2246
"Death taxes destroy family businesses and farms built over generations","{""replies"": 456, ""retweets"": 889, ""quotes"": 97, ""likes"": 5678, ""views"": 31200}",2024-05-20 14:00:00-06:00,wealth_debate,family_business,Family Legacy,2247
"Progressive taxation ensures everyone contributes fairly to society's needs","{""replies"": 378, ""retweets"": 723, ""quotes"": 81, ""likes"": 4567, ""views"": 26300}",2024-05-20 15:30:00-06:00,wealth_debate,progressive_tax,Fair Contribution,2248
"Flat taxes treat all citizens equally regardless of income level","{""replies"": 289, ""retweets"": 567, ""quotes"": 64, ""likes"": 3567, ""views"": 20600}",2024-05-20 16:15:00-06:00,wealth_debate,flat_tax,Equal Treatment,2249
"Tax policy should optimize both revenue generation and economic growth","{""replies"": 89, ""retweets"": 167, ""quotes"": 19, ""likes"": 1123, ""views"": 6700}",2024-05-20 17:45:00-06:00,wealth_debate,optimize_taxes,Optimize Revenue,2250
"Abortion is murder and should be banned to protect innocent human life","{""replies"": 1345, ""retweets"": 2678, ""quotes"": 312, ""likes"": 16789, ""views"": 93400}",2024-05-25 09:30:00-06:00,abortion_debate,pro_life_warrior,Protect Life,2251
"Abortion is healthcare and women should control their own reproductive choices","{""replies"": 1456, ""retweets"": 2890, ""quotes"": 334, ""likes"": 18234, ""views"": 101200}",2024-05-25 10:15:00-06:00,abortion_debate,pro_choice_fighter,Choice Freedom,2252
"Abortion policy should balance competing values of life, liberty, and health","{""replies"": 234, ""retweets"": 445, ""quotes"": 49, ""likes"": 2789, ""views"": 16200}",2024-05-25 11:45:00-06:00,abortion_debate,balanced_approach,Balance Values,2253
"Late-term abortion is infanticide and must be prohibited by law","{""replies"": 789, ""retweets"": 1567, ""quotes"": 178, ""likes"": 9890, ""views"": 54300}",2024-05-25 12:20:00-06:00,abortion_debate,late_term_ban,Ban Late Term,2254
"Medical decisions should be made by women and doctors, not politicians","{""replies"": 723, ""retweets"": 1445, ""quotes"": 167, ""likes"": 9234, ""views"": 51000}",2024-05-25 13:00:00-06:00,abortion_debate,medical_decisions,Doctor Patient,2255
"Parental consent protects minors and respects family authority","{""replies"": 445, ""retweets"": 834, ""quotes"": 91, ""likes"": 5234, ""views"": 29400}",2024-05-25 14:30:00-06:00,abortion_debate,parental_consent,Parent Rights,2256
"Mandatory waiting periods delay necessary medical care and endanger women","{""replies"": 378, ""retweets"": 723, ""quotes"": 81, ""likes"": 4567, ""views"": 26300}",2024-05-25 15:15:00-06:00,abortion_debate,no_delays,No Waiting,2257
"Comprehensive sex education and contraception access reduce unintended pregnancies","{""replies"": 289, ""retweets"": 567, ""quotes"": 64, ""likes"": 3567, ""views"": 20600}",2024-05-25 16:45:00-06:00,abortion_debate,prevention_focus,Prevent Pregnancy,2258
"Adoption should be supported as an alternative to abortion","{""replies"": 167, ""retweets"": 323, ""quotes"": 37, ""likes"": 2123, ""views"": 12400}",2024-05-25 17:20:00-06:00,abortion_debate,adoption_support,Support Adoption,2259
"Reproductive rights are fundamental to women's equality and autonomy","{""replies"": 612, ""retweets"": 1234, ""quotes"": 145, ""likes"": 7890, ""views"": 43600}",2024-05-25 18:00:00-06:00,abortion_debate,reproductive_rights,Women's Rights,2260
"Voter fraud is rampant and threatens the integrity of American democracy","{""replies"": 967, ""retweets"": 1934, ""quotes"": 223, ""likes"": 12345, ""views"": 68700}",2024-05-30 08:45:00-06:00,election_debate,fraud_fighter,Stop Fraud,2261
"Voter suppression is the real threat to democracy, not imaginary fraud","{""replies"": 1034, ""retweets"": 2067, ""quotes"": 245, ""likes"": 13456, ""views"": 74800}",2024-05-30 09:30:00-06:00,election_debate,access_advocate,Voting Rights,2262
"Election security and voting access are both essential to democratic legitimacy","{""replies"": 178, ""retweets"": 334, ""quotes"": 39, ""likes"": 2234, ""views"": 13400}",2024-05-30 10:15:00-06:00,election_debate,security_access,Both Needed,2263
"Voter ID requirements are common sense measures to prevent fraud","{""replies"": 623, ""retweets"": 1245, ""quotes"": 145, ""likes"": 7890, ""views"": 43600}",2024-05-30 11:45:00-06:00,election_debate,require_id,Common Sense ID,2264
"Voter ID laws disproportionately disenfranchise minority and elderly voters","{""replies"": 567, ""retweets"": 1123, ""quotes"": 134, ""likes"": 7234, ""views"": 40100}",2024-05-30 12:20:00-06:00,election_debate,id_discrimination,ID Discrimination,2265
"Mail-in voting increases participation while maintaining election security","{""replies"": 234, ""retweets"": 445, ""quotes"": 51, ""likes"": 2789, ""views"": 16200}",2024-05-30 13:00:00-06:00,election_debate,mail_voting,Mail Voting,2266
"Mail-in ballots are vulnerable to fraud and ballot harvesting schemes","{""replies"": 456, ""retweets"": 889, ""quotes"": 97, ""likes"": 5678, ""views"": 31200}",2024-05-30 14:30:00-06:00,election_debate,mail_fraud,Mail Fraud,2267
"Early voting expands access for working families and busy citizens","{""replies"": 189, ""retweets"": 356, ""quotes"": 42, ""likes"": 2345, ""views"": 13900}",2024-05-30 15:15:00-06:00,election_debate,early_voting,Early Access,2268
"Signature verification and audit procedures ensure ballot integrity","{""replies"": 123, ""retweets"": 234, ""quotes"": 27, ""likes"": 1567, ""views"": 9200}",2024-05-30 16:45:00-06:00,election_debate,verification,Verify Signatures,2269
"Gerrymandering by both parties undermines fair representation","{""replies"": 289, ""retweets"": 567, ""quotes"": 64, ""likes"": 3567, ""views"": 20600}",2024-05-30 17:20:00-06:00,election_debate,fair_districts,Fair Districts,2270
"Social media is destroying democracy by spreading lies and dividing Americans!","{""replies"": 834, ""retweets"": 1667, ""quotes"": 189, ""likes"": 10234, ""views"": 56700}",2024-06-01 09:00:00-06:00,social_media_debate,democracy_defender,Save Democracy,2271
"Free speech online is under attack from Big Tech censorship and government pressure!","{""replies"": 789, ""retweets"": 1578, ""quotes"": 178, ""likes"": 9567, ""views"": 52800}",2024-06-01 10:30:00-06:00,social_media_debate,free_speech_warrior,Free Speech,2272
"Content moderation should balance free expression with preventing real harm","{""replies"": 156, ""retweets"": 289, ""quotes"": 33, ""likes"": 1789, ""views"": 10500}",2024-06-01 11:15:00-06:00,social_media_debate,balance_moderation,Balance Speech,2273
"Algorithms manipulate what we see and think, creating filter bubbles and polarization","{""replies"": 445, ""retweets"": 834, ""quotes"": 91, ""likes"": 5234, ""views"": 29400}",2024-06-01 12:45:00-06:00,social_media_debate,algorithm_manipulation,Algorithm Control,2274
"Personalized feeds help users find relevant content and connect with like-minded people","{""replies"": 234, ""retweets"": 445, ""quotes"": 49, ""likes"": 2789, ""views"": 16200}",2024-06-01 13:20:00-06:00,social_media_debate,personalization_good,Good Personalization,2275
"Section 230 protects innovation and free speech by shielding platforms from liability","{""replies"": 378, ""retweets"": 723, ""quotes"": 81, ""likes"": 4567, ""views"": 26300}",2024-06-01 14:00:00-06:00,social_media_debate,section_230,Protect 230,2276
"Section 230 lets Big Tech censor conservatives while protecting liberal bias","{""replies"": 567, ""retweets"": 1123, ""quotes"": 129, ""likes"": 7234, ""views"": 40100}",2024-06-01 15:30:00-06:00,social_media_debate,conservative_bias,Liberal Bias,2277
"Misinformation spreads faster than truth and undermines informed democracy","{""replies"": 289, ""retweets"": 567, ""quotes"": 64, ""likes"": 3567, ""views"": 20600}",2024-06-01 16:15:00-06:00,social_media_debate,misinformation_threat,Stop Misinformation,2278
"Who decides what's misinformation? Censorship threatens democratic debate","{""replies"": 456, ""retweets"": 889, ""quotes"": 97, ""likes"": 5678, ""views"": 31200}",2024-06-01 17:45:00-06:00,social_media_debate,censorship_threat,Who Decides,2279
"Digital literacy education can help people navigate online information critically","{""replies"": 123, ""retweets"": 234, ""quotes"": 27, ""likes"": 1567, ""views"": 9200}",2024-06-01 18:20:00-06:00,social_media_debate,digital_literacy,Teach Literacy,2280
"Cryptocurrency is the future of money - decentralized, censorship-resistant, and free!","{""replies"": 723, ""retweets"": 1445, ""quotes"": 167, ""likes"": 9234, ""views"": 51000}",2024-06-05 10:15:00-06:00,crypto_debate,crypto_maximalist,Crypto Future,2281
"Cryptocurrency is a speculative bubble used for money laundering and tax evasion!","{""replies"": 667, ""retweets"": 1334, ""quotes"": 156, ""likes"": 8567, ""views"": 47200}",2024-06-05 11:45:00-06:00,crypto_debate,crypto_critic,Crypto Scam,2282
"Digital currencies could improve financial inclusion and payment efficiency","{""replies"": 189, ""retweets"": 356, ""quotes"": 41, ""likes"": 2234, ""views"": 13400}",2024-06-05 12:20:00-06:00,crypto_debate,digital_innovation,Digital Innovation,2283
"Central bank digital currencies threaten privacy and enable government surveillance","{""replies"": 534, ""retweets"": 1067, ""quotes"": 123, ""likes"": 6789, ""views"": 37800}",2024-06-05 13:00:00-06:00,crypto_debate,cbdc_surveillance,CBDC Surveillance,2284
"Stablecoins and CBDCs could provide digital payment benefits with less volatility","{""replies"": 134, ""retweets"": 267, ""quotes"": 31, ""likes"": 1567, ""views"": 9200}",2024-06-05 14:30:00-06:00,crypto_debate,stable_digital,Stable Digital,2285
"Crypto regulation should protect consumers while preserving innovation","{""replies"": 234, ""retweets"": 445, ""quotes"": 49, ""likes"": 2789, ""views"": 16200}",2024-06-05 15:15:00-06:00,crypto_debate,smart_crypto_regulation,Smart Regulation,2286
"DeFi eliminates bank middlemen and democratizes access to financial services","{""replies"": 445, ""retweets"": 834, ""quotes"": 91, ""likes"": 5234, ""views"": 29400}",2024-06-05 16:45:00-06:00,crypto_debate,defi_revolution,DeFi Revolution,2287
"Unregulated DeFi protocols are risky and vulnerable to hacks and fraud","{""replies"": 356, ""retweets"": 667, ""quotes"": 73, ""likes"": 4234, ""views"": 23900}",2024-06-05 17:20:00-06:00,crypto_debate,defi_risks,DeFi Dangerous,2288
