tweet,tweet_analytics,date,query,username,display_name,tweet_id
"Climate activists want to destroy American industry and make us all poor!","{""replies"": 567, ""retweets"": 1123, ""quotes"": 134, ""likes"": 7890, ""views"": 44500}",2024-03-15 10:30:00-06:00,climate_debate,patriot_coal,Coal Patriot,2101
"Climate deniers are destroying the planet for short-term profits!","{""replies"": 634, ""retweets"": 1267, ""quotes"": 145, ""likes"": 8901, ""views"": 49800}",2024-03-15 11:15:00-06:00,climate_debate,earth_warrior,Earth First,2102
"We need climate solutions that work for both the environment and the economy","{""replies"": 89, ""retweets"": 178, ""quotes"": 21, ""likes"": 1234, ""views"": 7300}",2024-03-15 12:00:00-06:00,climate_debate,practical_green,Green Pragmatist,2103
"Big Oil has bought off politicians to block climate action that threatens their profits","{""replies"": 445, ""retweets"": 889, ""quotes"": 98, ""likes"": 6234, ""views"": 35600}",2024-03-15 13:30:00-06:00,climate_debate,follow_money,Dark Money,2104
"Environmental extremists ignore economic reality and want government control of energy","{""replies"": 378, ""retweets"": 723, ""quotes"": 81, ""likes"": 5123, ""views"": 29400}",2024-03-15 14:15:00-06:00,climate_debate,free_energy,Energy Freedom,2105
"Climate policy should be based on cost-benefit analysis and technological feasibility","{""replies"": 67, ""retweets"": 134, ""quotes"": 16, ""likes"": 789, ""views"": 4500}",2024-03-15 15:45:00-06:00,climate_debate,analytical_approach,Cost Benefit,2106
"The fossil fuel industry has suppressed clean energy innovation for decades","{""replies"": 356, ""retweets"": 678, ""quotes"": 72, ""likes"": 4567, ""views"": 26700}",2024-03-15 16:20:00-06:00,climate_debate,innovation_blocked,Suppressed Tech,2107
"American energy independence requires utilizing all our natural resources responsibly","{""replies"": 234, ""retweets"": 467, ""quotes"": 52, ""likes"": 3234, ""views"": 18900}",2024-03-15 17:00:00-06:00,climate_debate,energy_all_above,All Resources,2108
"Market forces and innovation will drive the transition to clean energy naturally","{""replies"": 123, ""retweets"": 245, ""quotes"": 28, ""likes"": 1678, ""views"": 9800}",2024-03-15 18:30:00-06:00,climate_debate,market_transition,Market Forces,2109
"We need massive government investment in clean energy like the space program","{""replies"": 289, ""retweets"": 567, ""quotes"": 63, ""likes"": 3789, ""views"": 22100}",2024-03-15 19:15:00-06:00,climate_debate,moonshot_climate,Climate Moonshot,2110
"Socialists want to use climate as an excuse to control every aspect of our lives","{""replies"": 612, ""retweets"": 1234, ""quotes"": 156, ""likes"": 8567, ""views"": 47800}",2024-03-20 08:45:00-06:00,climate_debate,freedom_defender,Liberty Eagle,2111
"Climate change is an existential threat requiring emergency mobilization of resources","{""replies"": 689, ""retweets"": 1456, ""quotes"": 178, ""likes"": 9890, ""views"": 54300}",2024-03-20 09:30:00-06:00,climate_debate,climate_emergency,Emergency Action,2112
"Climate action and economic growth are not mutually exclusive goals","{""replies"": 134, ""retweets"": 267, ""quotes"": 31, ""likes"": 1789, ""views"": 10200}",2024-03-20 10:15:00-06:00,climate_debate,win_win,Both Goals,2113
