tweet,tweet_analytics,date,query,username,display_name,tweet_id
"America is the greatest country in the world and we must preserve our founding values!","{""replies"": 1245, ""retweets"": 2489, ""quotes"": 289, ""likes"": 16789, ""views"": 92300}",2024-07-15 08:30:00-06:00,patriotism_debate,america_greatest,America Greatest,2371
"American exceptionalism blinds us to our flaws and prevents necessary reforms!","{""replies"": 1156, ""retweets"": 2312, ""quotes"": 267, ""likes"": 15234, ""views"": 84600}",2024-07-15 10:00:00-06:00,patriotism_debate,american_criticism,America Flawed,2372
"Patriotism means loving your country enough to work for its improvement","{""replies"": 234, ""retweets"": 445, ""quotes"": 49, ""likes"": 2789, ""views"": 16200}",2024-07-15 11:30:00-06:00,patriotism_debate,patriotic_reform,Patriotic Reform,2373
"Critical race theory is anti-American propaganda that teaches children to hate their country","{""replies"": 834, ""retweets"": 1667, ""quotes"": 189, ""likes"": 10567, ""views"": 58400}",2024-07-15 12:15:00-06:00,patriotism_debate,anti_crt_patriot,Defend America,2374
"Teaching honest history including slavery and genocide is truly patriotic","{""replies"": 723, ""retweets"": 1445, ""quotes"": 167, ""likes"": 9234, ""views"": 51000}",2024-07-15 13:45:00-06:00,patriotism_debate,honest_history,Honest Patriotism,2375
"Flag burning should be illegal - it disrespects those who died for our freedom","{""replies"": 612, ""retweets"": 1234, ""quotes"": 145, ""likes"": 7890, ""views"": 43600}",2024-07-15 14:20:00-06:00,patriotism_debate,protect_flag,Protect Flag,2376
"Free speech includes unpopular expression - that's what makes America free","{""replies"": 445, ""retweets"": 834, ""quotes"": 91, ""likes"": 5234, ""views"": 29400}",2024-07-15 15:00:00-06:00,patriotism_debate,free_expression,Free Expression,2377
"American values of freedom and democracy should be exported worldwide","{""replies"": 378, ""retweets"": 723, ""quotes"": 81, ""likes"": 4567, ""views"": 26300}",2024-07-15 16:30:00-06:00,patriotism_debate,export_democracy,Export Democracy,2378
"America should lead by example, not force our values on other countries","{""replies"": 289, ""retweets"": 567, ""quotes"": 64, ""likes"": 3567, ""views"": 20600}",2024-07-15 17:15:00-06:00,patriotism_debate,lead_example,Lead by Example,2379
"True patriotism requires both pride in achievements and acknowledgment of failures","{""replies"": 156, ""retweets"": 289, ""quotes"": 33, ""likes"": 1789, ""views"": 10500}",2024-07-15 18:45:00-06:00,patriotism_debate,balanced_patriotism,Balanced Patriotism,2380
"Professional athletes should stand for the national anthem - period!","{""replies"": 1034, ""retweets"": 2067, ""quotes"": 245, ""likes"": 13456, ""views"": 74800}",2024-07-20 09:15:00-06:00,protest_debate,stand_anthem,Stand for Anthem,2381
"Peaceful protest is the highest form of patriotism in a democracy!","{""replies"": 967, ""retweets"": 1934, ""quotes"": 223, ""likes"": 12345, ""views"": 68700}",2024-07-20 10:45:00-06:00,protest_debate,peaceful_protest,Peaceful Protest,2382
"There's a time and place for everything - keep politics out of sports","{""replies"": 234, ""retweets"": 445, ""quotes"": 49, ""likes"": 2789, ""views"": 16200}",2024-07-20 11:20:00-06:00,protest_debate,no_politics_sports,No Politics Sports,2383
"Athletes have platforms and should use them to speak out against injustice","{""replies"": 567, ""retweets"": 1123, ""quotes"": 129, ""likes"": 7234, ""views"": 40100}",2024-07-20 12:00:00-06:00,protest_debate,athlete_voice,Athletes Speak Out,2384
"Burning and looting during protests discredits legitimate grievances","{""replies"": 723, ""retweets"": 1445, ""quotes"": 167, ""likes"": 9234, ""views"": 51000}",2024-07-20 13:30:00-06:00,protest_debate,condemn_violence,Condemn Violence,2385
"Property damage is wrong but doesn't invalidate the message behind protests","{""replies"": 445, ""retweets"": 834, ""quotes"": 91, ""likes"": 5234, ""views"": 29400}",2024-07-20 14:15:00-06:00,protest_debate,separate_message,Separate Message,2386
"Civil disobedience has a proud history in America from the Boston Tea Party onward","{""replies"": 378, ""retweets"": 723, ""quotes"": 81, ""likes"": 4567, ""views"": 26300}",2024-07-20 15:45:00-06:00,protest_debate,civil_disobedience,Civil Disobedience,2387
"Breaking the law undermines the rule of law regardless of the cause","{""replies"": 289, ""retweets"": 567, ""quotes"": 64, ""likes"": 3567, ""views"": 20600}",2024-07-20 16:20:00-06:00,protest_debate,rule_of_law,Rule of Law,2388
"First Amendment protections apply equally to all political viewpoints","{""replies"": 167, ""retweets"": 323, ""quotes"": 37, ""likes"": 2123, ""views"": 12400}",2024-07-20 17:00:00-06:00,protest_debate,first_amendment,First Amendment,2389
"Effective protest requires both passion and strategic thinking about goals","{""replies"": 123, ""retweets"": 234, ""quotes"": 27, ""likes"": 1567, ""views"": 9200}",2024-07-20 18:30:00-06:00,protest_debate,strategic_protest,Strategic Protest,2390
"Globalization has destroyed American manufacturing and made us dependent on China!","{""replies"": 856, ""retweets"": 1712, ""quotes"": 198, ""likes"": 11234, ""views"": 62300}",2024-07-25 08:45:00-06:00,globalization_debate,america_first_global,America First Global,2391
"Global trade has lifted billions out of poverty and made products more affordable!","{""replies"": 734, ""retweets"": 1467, ""quotes"": 171, ""likes"": 9890, ""views"": 54600}",2024-07-25 10:15:00-06:00,globalization_debate,global_prosperity,Global Prosperity,2392
